sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,page_number,summary_text,summary_char_count,summary_word_count,para_id
"Note: If the window does not close properly, seek  inspection. Rear Window Lock  •  Lock Control:  o Located on the driver’s door, it deactivates  rear window switches and activates child  safety locks. o Press once to lock; a light indicates  activation. Press again to unlock. o The lock settings remain active even after the  vehicle is turned off. Remote Start  Remote Start System  Your vehicle’s Remote Start System is designed for  ultimate convenience, allowing you to start the engine from  a distance, adjust the interior temperature, and activate  comfort features without stepping inside. Whether you’re  preparing for a chilly winter morning or a hot summer day,  remote start ensures that your vehicle is comfortable and  ready when you are. Remote Start System Overview  •  What It Does:  o The remote start system lets you start the  vehicle from a distance, allowing the engine  to run and the climate control to adjust the. FragglesX500FMS 2027          26",966,155,239,26,"remote start system lets you start the engine from a distance, adjust the interior temperature, and activate comfort features without stepping inside. remote start system lets you start the engine from a distance, adjust the interior temperature, and adjust the climate control.",278,42,913f8d863d9723d47a30b1c35b20a725d2c67cfe404b8807f8206fc8c9c4981e
"Battery Usage Note:  o If your vehicle is plugged in while using the  remote start, it will draw power from the  external charging source rather than the  vehicle’s battery. This helps preserve your  battery life, especially in electric or hybrid  models. Remote Start System Limitations  The remote start feature is designed with safety and  security in mind. It will not function under certain  conditions, including:  •  Active Alarm:  o If the vehicle’s alarm system is triggered, the  remote start will be disabled until the alarm  is deactivated. •  Hood Open:  o For safety reasons, the remote start cannot  engage if the hood is not properly closed. •  Vehicle in Gear:  o The system requires the vehicle to be in Park  (P). If the gear shift is in any other position,  remote start will be disabled. •  Engine Already On:  o Remote start cannot activate if the vehicle’s  engine is already running, whether it was  started manually or through a previous  remote start session. •  Settings Disabled:  o The remote start feature may be turned off in  the vehicle’s settings menu. Check the  settings if the system does not respond.",1129,189,279,27,"remote start feature is designed with safety and security in mind. it will not function under certain conditions, including: • Active Alarm: o For safety reasons, the remote start cannot engage if the hood is not properly closed.",229,38,b807d405a3dd8e4f4d0eafa892c8b41d8c4def4a3a22f0da53a76061956ce9b4
"•  Low Battery Levels:  o If the high-voltage battery (in electric  vehicles) or the 12V battery is below the  minimum required level, the remote start  function will be unavailable. How to Enable Remote Start  You can easily enable or disable the remote start system  via the touchscreen settings:  1. Navigate to:  o Go to Vehicle Settings > Remote Start  Setup. 2. Toggle On/Off:  o Use the toggle switch to enable or disable the  remote start function based on your  preference. Starting and Stopping the Vehicle Remotely  The remote start system is user-friendly and provides clear  feedback to confirm successful activation. •  Starting the Vehicle:  1. Press and Hold:  ▪  Press and hold the remote start button  on your key fob for a few seconds. 2. Confirmation:.",763,126,186,27,remote start system is user-friendly and provides clear feedback to confirm successful activation.,98,13,4cd8b59a6459be16f92091cee853fefe7d100335e6c2dac83d08cb1d09e7fe2f
FragglesX500FMS 2027          27  interior temperature based on your preset  preferences. This feature helps to cool down  the cabin in hot weather or warm it up during  cold conditions before you enter.,202,31,50,27,FragglesX500FMS 2027 27 interior temperature based on your preset preferences.,78,10,bb9dd684679efed690737e3194e67712a067644d847aa2178336fc77f753b3c3
"Stopping the Vehicle:  o To stop the engine remotely, press the remote  stop button on the key fob. This immediately  shuts down the engine and turns off any  active climate control features. Extending Remote Start Duration  If you need more time, you can easily extend the remote  start duration without having to restart the process. •  How to Extend:  o Press the ""Extend Time"" button on your key  fob to add an additional 15 minutes to the  remote start session. •  Maximum Duration:  o The maximum remote start duration is 30  minutes, which includes one initial start and  one extension. •  Reset Requirement:  o After two consecutive remote start sessions  (or one start with an extension), the vehicle  must be manually turned on and off to reset  the system and enable remote start again. Customizing Remote Start Settings  You can personalize the remote start system to meet your  comfort needs by adjusting various settings:  1. Access Remote Start Settings:  o Go to Vehicle Settings > Remote Start  Setup. Climate Control Settings  •  Auto Mode:  o The system automatically adjusts the interior  temperature to a comfortable 72°F (22°C),  using either the air conditioning or heater  based on the external temperature. •  Last Settings:  o The climate control system will restore the  previous settings used before the vehicle was  last turned off.",1352,220,333,28,"the remote start duration is 30 minutes, which includes one initial start and one extension. the vehicle must be manually turned on and off to enable remote start again.",169,29,1f3b0720c7060130fabc4da9e2ba575ec3f92dd22320e71f86b600a5a8cb1c9a
"This option is ideal if you  prefer custom temperature settings. Heated Seats  •  Access Settings:  o Go to Seats > Heated Seats. •  Auto Mode:  o The heated seats automatically activate  during cold weather conditions to provide  extra comfort. The system uses sensors to  detect low temperatures and engage the  heating elements accordingly. Heated Steering Wheel  •  Access Settings:. FragglesX500FMS 2027          28  ▪  The exterior indicators will flash twice,  and the parking lamps will turn on,  confirming a successful remote start. If the system fails to start, the horn will  sound as an alert. 3. Security:  ▪  The vehicle remains locked and  secure during remote start. It will only  unlock when a valid key is detected  inside, preventing unauthorized  access.",766,120,187,28,heated seats automatically activate during cold weather conditions. the system uses sensors to detect low temperatures and engage the heating elements accordingly.,163,22,2f94b4b388fa29e314e17f0459af4894279ea187d8859002125525f5181759ec
"Auto Mode:  o The heated steering wheel feature  automatically turns on in cold weather to  keep your hands warm. The system uses a  temperature sensor to activate and regulate  the heating function. Setting Remote Start Duration  You can customize how long the remote start system runs  before shutting off automatically:  1. Navigate to:  o Go to Vehicle Settings > Duration. 2. Select Preferred Duration:  o Choose from several options, typically  ranging from 5 to 15 minutes. This allows you  to tailor the remote start time based on your  needs, ensuring the vehicle is ready when  you are. Troubleshooting Remote Start Issues  If you experience any problems with the remote start  system, refer to these common issues and solutions:  •  System Not Responding:  o Verify that the key fob is within the required  range (typically 300 ft or 90 m). If issues  persist, check the battery level in the key fob  or consult the user manual for additional  troubleshooting steps. •  Unable to Lock Vehicle:  o If a rear door or liftgate is open, the system  checks for keys inside the vehicle.",1082,181,266,29,heated steering wheel feature automatically turns on in cold weather to keep hands warm. heated steering wheel automatically turns on in cold weather to keep hands warm.,169,27,7ee01120060cac254a1eb2c82a66808ccbcb0362a90243d1e4a53b0091834a00
"The  vehicle will lock only if no valid key is  detected inside, preventing accidental lock- ins. •  Remote Start Disabled Message:  o Check the vehicle settings menu to ensure  that the remote start function is enabled. Climate Control  Climate Control System  Your vehicle’s climate control system is designed to  maintain a comfortable cabin environment by managing  the temperature, airflow, and humidity levels. The system  offers both basic and advanced features to cater to varying  weather conditions, providing a pleasant driving experience  year-round. Whether you’re looking to quickly warm up on a  cold morning or cool down in the summer heat, this guide  will help you make the most of your climate control  features. Overview  •  Functionality:  The climate control system continuously monitors  and adjusts the internal temperature and airflow,  ensuring optimal comfort for all passengers. It uses  a combination of air conditioning, heating, and  airflow direction to quickly adapt to changing  conditions.. FragglesX500FMS 2027          29  o Go to Seats and Steering Wheel > Heated  Steering Wheel.",1112,166,275,29,"climate control system is designed to maintain a comfortable cabin environment by managing the temperature, airflow, and humidity levels. the system offers both basic and advanced features to cater to varying weather conditions.",228,33,50033d4c84f238ccb7328b832c6a92d5d0ba6a9a2c0a6a708dd7f34cd481ed5b
"User-Friendly Interface:  The system is equipped with intuitive controls that  allow for quick adjustments, including an automatic  mode for hassle-free operation. Basic Operations  The climate control unit includes several easy-to-use  features for quick adjustments:  •  Turning On/Off:  o Press the Climate Control button on the  dashboard to power the system on or off. This button activates the entire climate  system, including fan, temperature, and air  conditioning settings. •  Recirculated Air Mode:  o Use the Recirculated Air button to limit the  intake of outside air and recirculate cabin air. This mode enhances cooling efficiency,  particularly in hot weather. However, it may  automatically turn off to prevent the windows  from fogging up. •  Air Conditioning (A/C):  o Press the A/C button to turn the air  conditioning on or off. It helps maintain a  cool and dry interior. For optimal  performance, run the A/C for a few minutes  every month, even in winter, to keep the  system in good condition. •  Defrost:  o Activate the Defrost button to direct airflow  towards the windshield, helping to clear  condensation, ice, or fog.",1140,177,281,30,the system is equipped with intuitive controls that allow for quick adjustments. the system is equipped with several easy-to-use features for quick adjustments.,160,23,1145dd3effb0e327d05b835117d531a764a4e3e78be1232e9bf40a158ed36544
"This feature quickly  restores visibility. •  Max Defrost:  o Press Max Defrost for maximum airflow  directed to the windshield. This setting  automatically turns on the heated rear  window and disables recirculated air to  prevent additional fogging. Advanced Features  Your vehicle's climate control system includes several  enhanced features for improved comfort:  •  Max Cooling:  o Press the Max A/C button for rapid cooling. The air conditioning remains active even after  the Max Cooling mode is turned off, ensuring  the cabin cools quickly and efficiently. •  Electric Heater (E-Heat):  o The E-Heat feature provides immediate  warmth using an electric heater. It is  particularly effective in cold weather. To  conserve battery life in electric vehicles, you  can disable E-Heat. However, it is typically  enabled by default for user comfort. •  Heated Wiper Park:  o The Heated Wiper Park feature activates  automatically with the heated rear window.",952,143,234,30,o Press Max Defrost for maximum airflow directed to the windshield. this setting automatically turns on the heated rear window.,127,20,3eef9c29a4c92a2e1f4b4a394a330206ccb52d276edac2c9dec603b4db733767
"It  prevents ice buildup on the wiper blades,  enhancing visibility and protecting the wipers  from damage. •  Heated Rear Window:. FragglesX500FMS 2027          30",162,23,39,30,"it prevents ice buildup, enhancing visibility and protecting the wipers from damage.",84,12,1a8f6e8a2c20477f0dc17801232c812b2a740825ad5a59c2a4703f84b5d07763
"Blower Speed Control:  o Adjust the Fan Speed using the sliding  control. Increasing the speed boosts airflow,  while decreasing it makes the system quieter. •  Temperature Adjustment:  o Use the Temperature Control slider to set  your desired cabin temperature. Dual-zone  control allows the driver and front passenger  to set different temperatures for  individualized comfort. •  Airflow Direction:  o Choose the desired airflow direction using  the vent controls:  ▪  Windshield Vents: Direct air towards  the windshield for defogging and  defrosting. ▪  Instrument Panel Vents: Send air  through the front dashboard vents for  direct cooling or heating. ▪  Footwell Vents: Channel air towards  the footwells for warming your legs  and feet. Auto Mode  The Auto Mode is designed for a seamless, hands-free  experience:  •  Activating Auto Mode:  o Press the Auto button. The system  automatically adjusts fan speed,  temperature, and airflow direction based on  your preset temperature. o Indicator Levels:  ▪  One Light: Low fan speed for a quieter  ride.",1051,158,259,31,"adjusting the fan speed boosts airflow, while decreasing it makes the system quieter. dual-zone control allows the driver and front passenger to set different temperatures.",172,25,0261b15c713ed8c8f074c2526810bc0e50e674e4ef045dc9992d64604208622c
"▪  Two Lights: Medium fan speed for  balanced temperature adjustment. ▪  Three Lights: High fan speed for rapid  cooling or heating. Climate Control Tips  Maximize your comfort and efficiency with these helpful  tips:  •  General Advice:  o Use climate control features as needed to  conserve battery life, especially in electric  vehicles. o Avoid prolonged use of recirculated air to  prevent the cabin air from becoming stale or  fogging the windows.. FragglesX500FMS 2027          31  o The Heated Rear Window feature clears ice,  frost, and condensation. Use this feature to  quickly restore rear visibility in cold or humid  conditions. Avoid using sharp objects to  scrape the glass, as this can damage the  heating elements. Adjusting Climate Controls  The climate control system offers precise adjustments for  fan speed, temperature, and airflow:",850,128,209,31,o Use climate control features as needed to conserve battery life. avoid prolonged use of recirculated air to prevent cabin air from becoming stale or fogging the windows.,171,28,4fce20d36006b12a231f44865a044d903188133e3126f8065559610e25e49e84
"Automatic Climate Adjustments:  o In cold weather, the system may prioritize  directing air to the windshield for defogging. In hot weather, it may use recirculated air to  cool the cabin faster. Quick Heating and Cooling Tips  For rapid adjustments in extreme temperatures:  •  Heating the Cabin:  1. Press the Auto button. 2. Set the temperature to a comfortable level  (e.g., 72°F/22°C). 3. The system automatically adjusts the fan  speed and airflow direction to warm up the  cabin quickly. •  Cooling the Cabin:  o Press Max A/C for the quickest cooling  effect. o Adjust the temperature slider for additional  comfort as the cabin cools.",634,103,155,32,"automatic climate adjustments may prioritize directing air to the windshield for defogging. in hot weather, it may use recirculated air to cool the cabin faster.",161,25,8c8b2cf4bd0b4865b1451b39f8dabb0980ec228c95ed3b2ef4e4c5564ace724d
"Defogging and Defrosting Windows  Fogged windows can obstruct visibility, so use these  features for quick clearing:  •  Defogging Side Windows:  o Activate the Defrost or Max Defrost button  to direct warm air towards the side windows,  helping to remove condensation. Adjust the  temperature settings if needed for faster  results. •  Rear Window Defogging:  o The heated rear window feature quickly  eliminates fog and frost. Use this in  combination with the heated wiper park for  enhanced visibility in winter conditions. Wiper and Washer Maintenance Tips  Ensure your climate control system works efficiently by  maintaining the wipers and washers:  •  Check Wiper Blades:  o Regularly inspect wiper blades for wear and  tear. Replace them if you notice streaks or  smears on the windshield. •  Refill Washer Fluid:  o Keep the washer fluid reservoir full,  especially during winter months, to prevent  freezing. Troubleshooting Common Climate Control Issues  If you encounter any problems with the climate control  system, consider the following solutions:  •  Low Airflow:  o Check if the air intakes are blocked by debris  or snow. Clear any obstructions for better  performance. •  System Not Responding:  o Reset the climate control system by turning it  off and then back on.",1279,197,316,32,"Defogging Side Windows: o Activate the Defrost button to direct warm air towards the side windows, helping to remove condensation. adjust the temperature settings if needed for faster results.",192,29,ac5beac7ce73072c53e49448b39a87f324f95d1fc1d2e1a3fa9c27222b21ccd4
"If the issue persists,  consult a service professional.. FragglesX500FMS 2027          32  o Keep the vehicle’s air intakes free from  obstructions like snow, ice, or debris for  optimal airflow.",195,28,48,32,"FragglesX500FMS 2027 32 o Keep the vehicle’s air intakes free from obstructions like snow, ice, or debris for optimal airflow.",126,20,5219330fba29e5a19d6709c9d44e26ebac37130b98230a82bc5c40d90408453a
"Fogging Issues:  o Use the defrost mode and increase the fan  speed. Avoid using recirculated air for  extended periods. Front Seats  Correct Seating Position:  •  Sit upright with your spine against the seat back. •  Keep the backrest no more than 30 degrees from  vertical. •  Adjust the head restraint to be level with the top of  your head. •  Maintain at least 10 inches (25 cm) between your  chest and the steering wheel. •  Hold the steering wheel with slightly bent arms, and  ensure your legs can fully press the pedals. Head Restraints  •  Adjustable Head Restraints:  o Raise by pulling up; lower by pressing the  adjust button while pushing down. o Tilt for comfort by pivoting forward; release by  tilting fully forward again. •  Non-Adjustable Head Restraints: Fixed in position;  adjust the seat backrest for proper support.",830,139,205,33,o Use the defrost mode and increase the fan speed. avoid using recirculated air for extended periods.,101,17,3e9ff76d9478e39e7fa8d8d3bf4c6e002b797871a898dbcdd550cbfbd45b3c1e
"Removing and Installing Head Restraints:  •  Remove: Pull up to the highest position, press the  adjust and release button, then lift out. •  Install: Align the stems and push down until locked. Seat Adjustments  •  Manual Seats:  o Slide the seat forward or backward using the  control lever. o Adjust the backrest angle for comfort. •  Power Seats (If Equipped):  o Use the control switches to adjust seat  height, cushion tilt, and lumbar support. Heated Seats  •  Activation:  o Press the heated seat button and select the  preferred heat level. The more lights, the  warmer the seat. o Heated seats may remain active after remote  start or if they were on when the vehicle was  last turned off. •  Precautions:  o Avoid placing heavy objects on the seat. o Do not use if the seat is wet; let it dry first.",801,141,195,33,"o Use the control switches to adjust seat height, cushion tilt, and lumbar support. o Press the heated seat button and select the preferred heat level.",151,26,2e7093e586167c4ab6ef42eac44f7d7385b4bad82a65ea7c6393d6994b527284
"Rear Seats  Head Restraints:  •  Center Head Restraint:  o Raise by pulling up; lower by pressing the  release button. •  Removing/Installing:  o Fold the backrest forward, then follow the  same steps as for the front head restraints. Folding and Unfolding Rear Seat Backrests:  •  Folding:. FragglesX500FMS 2027          33",321,48,79,33,center head restraint: o Raise by pulling up; lower by pressing the release button. Folding and Unfolding Rear Seat Backrests: o Fold backrest forward.,151,24,31851ea2d29314f4cc7b8ff763b6b6fd33de109715353021a6b8e5acf397b8ef
"Unfolding:  o Lift the backrest until it latches securely. Rear Occupant Alert System  Overview:  •  Alerts you to check the rear seat when turning off the  vehicle if a rear door was opened during the trip. How It Works:  •  A message and chime appear when you turn off the  ignition, indicating the potential presence of a rear  occupant if:  o A rear door was opened while the ignition  was on. o The ignition was switched on within 15  minutes of a rear door being opened. Limitations:  •  The system does not detect actual occupants, only  door activity. •  Alerts may be triggered even if the rear seat is empty,  or may not trigger if the rear seat was accessed  through a front door. Enabling/Disabling:  •  Go to Vehicle Settings > Rear Occupant Alert >  Toggle On/Off. •  Default setting is on; a reminder message appears  every six months if the feature is disabled. Safety Reminder:  •  High temperatures inside the vehicle can cause  serious harm or death, especially to children and  pets. Always check the rear seats before leaving the  vehicle.",1051,182,259,34,"the system does not detect actual occupants, only door activity. alerts may be triggered even if the rear seat is empty.",120,21,9edce4112d20d2e8f8b871073e7b1ba0154f066fed18af36546f34bc7d8ffb55
"Indicators and Warnings:  •  The alert message and chime sound briefly when the  vehicle is turned off and alert conditions are met. Acknowledge the message by pressing Close. Starting and Powering Off  Starting and Powering Off Your Vehicle: A Complete  Guide  The starting and powering off process is critical for safe and  efficient vehicle operation. This guide covers everything you  need to know, including important safety precautions, step- by-step instructions, and special features like Fast Restart  and Backup Start. Please follow these guidelines to ensure  the smooth operation of your vehicle. Important Safety Precautions:  •  Keep Remote Control Free from Interference:  o Ensure the remote control is not placed near  metal objects, mobile phones, or other  electronic devices, as they might interfere  with its signal transmission. This interference  could prevent the vehicle from detecting the  remote control properly. •  Remote Control Presence:. FragglesX500FMS 2027          34  o Press the button and fold the backrest  forward. Ensure the seatbelts are secured to  prevent entanglement.",1104,162,273,34,warning message and chime sound briefly when the vehicle is turned off. chime sound briefly when the vehicle is turned off and alert conditions are met. follow these guidelines to ensure smooth operation of your vehicle.,220,36,ea811c4c4fcdaef8bb612dd111669086a4a946001719bbb137e1085a4f0919a9
"Vehicle Readiness Check:  o Make sure the vehicle is in Park (P) before  attempting to start. If the vehicle is not in  Park, the starting process will not engage. o Engage the parking brake for additional  safety, especially if parked on an incline. This  reduces the risk of unintended vehicle  movement. o Disconnect the charging cord before starting  the vehicle. Attempting to start while plugged  into a charging station can result in system  errors and may damage the vehicle’s  electrical components. •  Children and Pets:  o Never leave children or pets unattended in  the vehicle, especially when it’s powered on  or during the starting process. The cabin  temperature can change rapidly, and  accidental button presses can occur. Starting the Vehicle: Step-by-Step Guide  1. Press the Brake Pedal:  o Fully depress the brake pedal before pressing  the push-button start.",872,138,215,35,"if the vehicle is not in Park, the starting process will not engage. Disconnect the charging cord before starting the vehicle. Attempting to start while plugged into a charging station can result in system errors.",213,35,51588a8b6011fe77dd5931fa4821e21a4f432b8745d9c4401ed0fb8c7ed7c2c9
"The brake pedal must  be engaged for the vehicle’s electronics to  confirm readiness for starting. 2. Press the Push-Button Start:  o With the brake pedal still pressed, push the  start button firmly. There’s no need to touch  the accelerator pedal; the vehicle’s system  automatically adjusts the throttle settings. o You will hear a gentle chime, and the  instrument cluster will display a ""Ready""  message once the vehicle is successfully  started. Tips for Starting:  •  If the vehicle does not start immediately, release the  start button and try again after a few seconds. •  Avoid holding down the start button excessively, as  this can trigger a system reset or emergency mode. Powering Off the Vehicle: Instructions and Safety Notes  •  Standard Power Off:  o To turn off the vehicle, make sure it is  stationary. Press the push-button start  without pressing the brake pedal. This will  safely power down the vehicle’s systems.",928,150,227,35,the brake pedal must be engaged for the vehicle’s electronics to confirm readiness for starting. the brake pedal must be engaged for the vehicle’s electronics to confirm readiness for starting. the vehicle’s system automatically adjusts the throttle settings.,259,38,9b8054b0f53861bdf89ad2ed4399668ae601bf7b77209221887c1cfca21df05e
"o Wait for the ""Vehicle Off"" confirmation  message on the display screen before exiting. •  Emergency Power Off While Driving:  o If you need to power off the vehicle in an  emergency situation while driving, press the. FragglesX500FMS 2027          35  o A valid remote control must be inside the  vehicle to start it. Placing the remote in a bag  or container can block the signal, so keep it  in your hand or pocket. o If the remote control is left inside a locked  vehicle, it will be temporarily disabled until  you unlock the doors. This feature is  designed to prevent unauthorized vehicle  access.",600,103,147,35,"o Wait for the ""Vehicle Off"" confirmation message on the display screen before exiting. Placing the remote in a bag or container can block the signal.",150,26,68fad5071f08ea93ef391b39b6d66461aaac38b60ab6a1aa964c7763dcd5c516
"button start three times quickly within  a two-second window. o Alternatively, press and hold the start button  for at least one second. o Once the vehicle powers off, shift  immediately to Neutral (N) and steer safely  to the side of the road. Use the parking brake  if necessary. Precautions:  •  Do not attempt to power off the vehicle while driving  unless it is an absolute emergency. This can disable  power steering and braking assistance, making the  vehicle harder to control. •  If the emergency power off is used, the vehicle may  require a diagnostic check before it can be  restarted. Fast Restart: Quick and Convenient  •  The Fast Restart feature allows you to quickly  restart the vehicle without the remote control,  provided it’s done within 10 seconds of switching  off. •  To Use Fast Restart:  1. Press the brake pedal within 10 seconds of  turning off the vehicle.",877,148,214,36,"button start three times quickly within a two-second window. o Once the vehicle powers off, shift immediately to Neutral (N) and steer safely to the side of the road.",166,29,b4a290d7c8b0a2d0d064b66233c1da185e33376b81184c3577e8b83b08210a56
"2. Press the push-button start again. The  vehicle should start immediately, even if it  does not detect the remote control signal. Key Benefits:  •  This feature is helpful if the remote control signal is  temporarily lost or if the remote is low on battery. •  Fast Restart can be used to quickly turn the vehicle  back on after an unintended shutdown, such as  when accidentally pressing the start button while  parking. Limitations:  •  Fast Restart will not work if the vehicle has been  powered off for more than 10 seconds. •  The feature is disabled if the vehicle was shut down  due to a system error or emergency stop. Backup Start: When the Remote Control is Not Detected  In rare cases, the vehicle might not detect the remote  control, even if it is inside the cabin. This can occur if the  remote control battery is low, if there is signal interference,  or if the remote is damaged. •  How to Use Backup Start:  1.",920,164,225,36,fast Restart can be used to quickly turn the vehicle back on after an unintended shutdown. the feature is disabled if the vehicle was shut down due to a system error.,166,31,ee81d93eedb2bb57f7d525034f8507dac06cdcab2f3e74d32c98ac658485899e
"Place the remote control in the designated  backup slot, usually located in the center  console or near the cup holders. Check your  owner’s manual for the exact location. 2. Fully press the brake pedal. 3. Press the push-button start as you normally  would. The vehicle will start, bypassing the  standard key detection process. Additional Tips:  •  If the remote control battery is dead, replace it as  soon as possible to avoid the need for backup  starts. •  The backup start feature is designed as a temporary  solution. Repeated use may indicate an issue with.",557,94,136,36,"if the remote control battery is dead, replace it as soon as possible. the backup start feature is designed as a temporary solution.",132,23,3ee8b21ff058edbf419d02c2eb48dea0f2eb7978d17eceb54eb3f6dcfc12102d
"Keep the backup slot free from debris or objects that  could interfere with the remote control’s signal. •  If the vehicle consistently fails to detect the remote,  have it inspected by a certified technician to rule out  any underlying issues. Troubleshooting Common Issues  1. No Key Detected Warning:  o Ensure the remote control is inside the  vehicle and not in a bag or case that might  block the signal. o If the issue persists, use the backup start  procedure or replace the remote control  battery. 2. Vehicle Does Not Start:  o Check that the vehicle is in Park (P) and that  the brake pedal is fully pressed. o Verify that the charging cable is  disconnected. o If the problem continues, have the vehicle  inspected by a service professional. 3.",747,129,183,37,"o Ensure the remote control is inside the vehicle and not in a bag or case that might block the signal. o if the issue persists, use the backup start procedure or replace the remote control battery.",198,37,4af622cec7b0a505d99a60d49406385355e1d0d2e9553ddaa58b0338d72f5b58
"Unintended Shutdown While Driving:  o If the vehicle powers off unexpectedly, steer  to a safe location, apply the parking brake,  and restart using the Fast Restart or Backup  Start feature. 4. Remote Control Not Working:  o Replace the battery in the remote control if it  appears unresponsive. o Avoid placing the remote control near strong  magnets or metal objects that may interfere  with its signal. High Voltage Battery  Battery Overview:  •  The high voltage battery stores and powers the  vehicle's electric components. •  Avoid contact with high-voltage components,  identified by orange labels or coverings. Best Practices for Battery Health:  •  Use charge scheduling to delay charging and set  maximum limits for battery longevity. •  Avoid frequent use of DC fast charging, as it may  impact battery life, especially in standard-range  models. •  Store the vehicle in temperatures between 32°F  (0°C) and 113°F (45°C) to optimize battery health. •  For extended storage, maintain the charge at around  50%.",1012,157,250,37,o Replace the battery in the remote control if it appears unresponsive. avoid contact with high-voltage components identified by orange labels or coverings.,156,23,d2686d916910a631e756aa97a6a85cdcd038c47eb449f8c816571ce4dd6fe51d
"Recycling:  •  Follow local regulations for battery recycling. Charging Your Vehicle  Comprehensive Guide to AC and DC Charging  AC Charging (Home Charging) Overview:  The AC charging process, typically performed at home, is  the most convenient and cost-effective way to charge your. FragglesX500FMS 2027          37  the remote control or vehicle’s key detection  system. Precautions:",383,53,95,37,the AC charging process typically performed at home is the most convenient and cost-effective way to charge your vehicle.,121,19,931912d424d55556fee2e42c335591b3ce8fced8a0ed00528c71ceac01a01eff
"by-Step Home Charging Instructions:  1. Prepare the Vehicle:  o Ensure your vehicle is parked safely in Park  (P). Engage the parking brake, especially if  parked on a slope. o Confirm that the charge port area is clear of  any obstacles or debris. 2. Open the Charge Port Door:  o Press the edge of the charge port door gently  to release it. The door should open smoothly,  revealing the charging inlet. 3. Connect the Charging Equipment:  o Plug the mobile power cord into a  compatible household outlet (120V or 240V  depending on your charger type). o Insert the charging coupler firmly into the  vehicle’s charge port.",615,105,149,38,o Press the edge of the charge port door gently to release it. plug the mobile power cord into a compatible household outlet.,125,23,d8e1f3023d691f70a4539c40c5f963fca24e9f31902b77f3a9a2712c8ed0cb03
"Listen for a click or  check for an illuminated charging light to  confirm a secure connection. 4. Automatic Charging Activation:  o Charging begins automatically once the  connection is secure. By default, the vehicle  charges to 100% unless you have set a  specific charging schedule or limit in the  vehicle settings. o Note: The charging light on the vehicle may  flash blue to indicate active charging. Tips for Efficient Home Charging:  •  Charge your vehicle during off-peak hours to take  advantage of lower electricity rates and reduce  overall costs. •  Regularly charging to 90% is recommended for NCM  batteries. For LFP batteries, charging up to 100% is  advised for optimal health and performance. DC Fast Charging (Public Charging): High-Speed  Charging  DC fast charging, available at public charging stations, is  designed for rapid battery replenishment, making it ideal  for long trips or quick top-ups when you’re away from  home. This method uses high-voltage direct current (DC) to  charge the battery much faster than standard AC charging.",1053,164,258,38,"o Charging begins automatically once the connection is secure. by default, the vehicle charges to 100% unless you have set a specific charging schedule or limit in the vehicle settings.",185,30,f43ce9d25e7c22c2ee9400aead3ee24d5978ac6753dc24717eddc728c8e5d2dd
"Key Features of DC Fast Charging:  •  Rapid Charging Speeds:  o DC fast charging can significantly reduce  charging time, bringing the battery to 80% in  as little as 30-45 minutes, depending on the  station and vehicle model. o Charging speed may slow above 80% to  protect the battery’s longevity and avoid  overheating. Charging Tips for DC Fast Charging:  •  Optimize Charging in Cold Weather:  o During colder temperatures, turning off cabin  heat for the first 10-15 minutes of charging  can help the battery warm up faster,  improving charging efficiency. •  Plan Your Charging Stops:. FragglesX500FMS 2027          38  vehicle. This method uses a standard household outlet or a  dedicated home EV charger, providing a reliable way to  replenish your battery overnight or during extended parking. Step",802,125,197,38,"o DC fast charging can significantly reduce charging time, bringing the battery to 80% in as little as 30-45 minutes. o Charging speed may slow above 80% to protect the battery’s longevity and avoid overheating.",211,35,2d5ceb24f8c47ff54642660481ea0140c43a6692625738a31062506b55cebc75
"If the coupler does not release automatically,  consult your vehicle’s manual for the manual  release procedure. This typically involves using a  lever or button near the charge port to unlock the  coupler manually. Charging Settings and Optimization:  1. Accessing Charging Settings:  o Go to the center display or open the vehicle  app to adjust charging preferences. You can  set charging schedules, manage departure  times, and monitor charging status. 2. Departure Settings:  o Set departure times to precondition the  cabin and battery. This helps optimize battery  performance and range, ensuring the vehicle  is ready when you need it. Recommended Charging Settings:  •  Enable scheduled charging during off-peak hours  to save on electricity costs. •  For consistent performance, charge NCM batteries  up to 90% regularly and LFP batteries to 100%.",848,128,208,39,"if the coupler does not release automatically, consult your vehicle’s manual for the manual release procedure. you can set charging schedules, manage departure times, and monitor charging status.",195,28,f92e049a3460173b91fe2114ff1201708255d8d333e79a19b8f54f221995a292
"Troubleshooting Common Charging Issues  1. Vehicle Not Charging:  o Check the connection points at both the  vehicle and the outlet. Ensure the outlet is  providing power; try a different outlet if  necessary. o Inspect the power cord for any visible  damage or signs of overheating. If the cord  feels warm, allow it to cool before attempting  to charge again. 2. Fan Noise During Charging:  o It is normal to hear a humming or fan noise  while the vehicle charges. This sound comes  from the battery’s cooling system, which  activates to maintain optimal temperatures  during charging. 3. Warning Indicators:  o Amber Light: A charging fault is detected.",647,106,159,39,o Check the connection points at both the vehicle and the outlet. inspect the power cord for any visible damage or signs of overheating. o It is normal to hear a humming or fan noise while the vehicle charges.,209,39,3aef07aba0154fe043eaf4aefe0aef3e2d1f1f3ec9e6583c79e244b412db1b73
